"unique_id","TEHC_ST"
"87641840853418 101",5
"87641840882918 101",5
"87641840882918 102",5
"87641840892518 101",5
"87641840893518 101",5
"87641840893518 102",5
"87641840893518 103",5
"87641840893518 104",5
"87641841805318 101",5
"87641841805318 102",5
"87641841807118 101",55
"87641841807118 102",55
"87641841807118 103",55
"87641841807118 104",55
"87641841810518 101",17
"87641841828018 101",5
"87641841828018 102",5
"87641841866418 101",55
"87641841866418 102",55
"87641841866418 103",55
"87641841866418 104",55
"87641841878118 101",55
"87641841878118 102",55
"87641850162118 101",55
"87641850184918 101",55
"87641850184918 102",55
"87641850184918 103",55
"87641850188218 101",55
"87641850188218 102",55
"87641850188218 103",55
"87641850188218 104",55
"87641850194818 101",55
"87641853301818 101",61
"87641853319818 101",5
"87641855204318 101",55
"87641855204318 102",55
"87641855204318 103",55
"87641855242618 101",55
"87641855242618 102",55
"87641855242618 103",55
"87641855242618 104",55
"87641855242618 105",55
"87641855247318 101",12
"87641855262118 101",55
"87641855262118 102",55
"87641855264618 101",55
"87641855264618 102",55
"87641855264618 103",55
"87641855281418 101",55
"87641855283018 101",55
"87641855283018 102",55
"87641855283018 103",55
"87641855283018 104",55
"87641855295618 101",55
"87641855295618 102",55
"87641855295618 103",55
"87641855295618 104",55
"87641855295618 105",55
"87641858889918 101",5
"87641860609218 101",5
"87641860609218 102",5
"87641860904918 101",55
"87641860904918 102",55
"87641860925818 101",55
"87641860925818 102",55
"87641860953818 101",55
"87641860953818 102",55
"87641860953818 103",55
"87641860953918 101",55
"87641860981118 101",55
"87641860981118 102",55
"87641860983018 101",55
"87641860983018 102",55
"87641860983018 103",55
"87641860983018 104",55
"87641860983018 105",55
"87641860987318 101",55
"87641860987318 102",55
"87641860987318 103",55
"87641860994818 101",55
"87641860994818 102",55
"87641868408518 101",5
"87641868408518 102",5
"87641868412718 101",5
"87641868412718 102",5
"87641868412718 103",5
"87641868453418 101",5
"87641868464618 101",55
"87641868493518 101",5
"87641868900318 101",5
"87641868900318 102",5
"87641868900318 103",5
"87641868900318 104",5
"87641868904918 101",55
"87641868904918 102",55
"87641868905318 101",5
"87641868905318 102",5
"87641868905318 103",5
"87641868905318 104",5
"87641868910518 101",55
"87641868919318 101",55
"87641868920118 101",55
"87641868928018 101",5
"87641868928018 102",5
"87641868936318 101",5
"87641868936318 102",5
"87641868936318 103",5
"87641868953618 101",5
"87641868953618 102",5
"87641868953918 101",55
"87641868953918 102",55
"87641868975118 101",29
"87641868975118 102",5
"87641868975118 103",29
"87641868983018 101",55
"87641868983018 102",55
"87641868988418 101",55
"87641868996618 101",5
"87641868996618 102",5
"87641868996618 103",5
"87641875500318 101",5
"87641875500318 102",5
"87641875546718 101",5
"87641875546718 102",5
"87641875546718 103",5
"87641880911018 101",55
"87641880964318 101",55
"87641880964318 102",55
"87641880964318 103",55
"87641880964318 104",55
"87641881601018 101",55
"87641881604918 101",55
"87641881604918 102",55
"87641881610518 101",55
"87641881610518 102",55
"87641881610518 103",55
"87641881611018 101",55
"87641881615818 101",55
"87641881615818 102",55
"87641881620118 101",55
"87641881642618 101",55
"87641881647318 101",55
"87641881647318 102",55
"87641881647318 103",55
"87641881647518 101",55
"87641881647518 102",55
"87641881647518 103",55
"87641881647518 104",55
"87641881659118 101",55
"87641881659118 102",55
"87641881662118 101",55
"87641881662118 102",55
"87641881664318 101",55
"87641881664318 102",55
"87641881664318 103",55
"87641881664318 104",55
"87641881664318 105",55
"87641881664318 106",55
"87641881664318 107",55
"87641881688418 101",55
"87641881688418 102",55
"87641881695718 101",55
"87641881697118 101",55
"87641881697118 102",55
"87641882847018 101",5
"87641882847018 102",5
"87641882847018 103",5
"87641882867118 101",5
"87641882867118 102",5
"87641882867118 103",5
"87641882867118 104",5
"87641882896018 101",5
"87641882896018 102",5
"87641882896018 103",5
"87641882896018 104",5
"87641882896018 105",5
"87641886010518 101",55
"87641886010518 102",55
"87641886011018 101",55
"87641886012518 101",5
"87641886012518 102",5
"87641886017918 101",5
"87641886020118 101",55
"87641886020118 102",55
"87641886020118 103",55
"87641886044718 101",55
"87641886095718 101",55
"87641886095718 102",55
"87641886096018 101",5
"87641886096018 102",5
"87641886096018 103",5
"87641892504318 101",55
"87641892504318 102",55
"87641892547318 101",55
"87641892547318 102",55
"87641892564618 101",55
"87641892564618 102",55
"87641896709218 101",5
"87641896709218 102",5
"87641896709218 103",5
"87641896709218 104",5
"87641896709218 105",5
"87641896709218 106",5
"87641896709218 107",5
"87641896709218 108",5
"87641896710818 101",5
"87641896710818 102",5
"87641896718918 101",5
"87641896728018 101",5
"87641896736318 101",5
"87641896736318 102",5
"87641896736618 101",5
"87641896745118 101",5
"87641896745118 102",5
"87641896747018 101",5
"87641896747018 102",5
"87641896755218 101",5
"87641896766818 101",5
"87641896766818 102",5
"87641896767118 101",5
"87641896775118 101",5
"87641896785118 101",5
"87641896785118 102",5
"87641896785118 103",5
"87641896796018 101",5
"87641896796018 102",5
"87641896796618 101",5
"87641896799918 101",5
"87641898804318 101",55
"87641898804318 102",55
"87641898815818 101",55
"87641898815818 102",55
"87641898815818 103",55
"87641898815818 104",55
"87641898815818 105",55
"87641898825818 101",55
"87641898825818 102",55
"87641898825818 103",55
"87641898825818 104",55
"87641898825818 105",55
"87641898833818 101",55
"87641898833818 102",55
"87641898833818 103",55
"87641898833818 104",55
"87641898833818 105",55
"87641898847318 101",55
"87641898853818 101",55
"87641898864618 101",39
"87641898869118 101",55
"87641898869118 102",55
"87641898884918 101",55
"87641898884918 102",55
"87641898884918 103",55
"87641898884918 104",55
"87641898894818 101",55
"87641898894818 102",55
"87641898894818 103",55
"87641898894818 104",55
"87641898894818 105",55
"87641898894818 106",55
"87641899500318 101",5
"87641899500318 102",5
"87641899500318 103",5
"87641899500318 104",5
"87641899500318 105",5
"87641899504918 101",55
"87641899504918 102",55
"87641899504918 103",55
"87641899504918 104",55
"87641899504918 105",55
"87641899504918 106",55
"87641899504918 107",55
"87641899504918 108",55
"87641899504918 109",55
"87641899504918 110",55
"87641899505318 101",5
"87641899507118 101",55
"87641899507118 102",55
"87641899508718 101",55
"87641899508718 102",55
"87641899510518 101",17
"87641899510518 102",17
"87641899510518 103",17
"87641899510518 104",17
"87641899515818 101",55
"87641899515818 102",55
"87641899519318 101",55
"87641899519318 102",55
"87641899519318 103",55
"87641899519318 104",55
"87641899519318 105",55
"87641899528018 101",5
"87641899528018 102",5
"87641899542618 101",55
"87641899542618 102",55
"87641899542618 103",55
"87641899542618 104",55
"87641899544418 101",55
"87641899544418 102",55
"87641899544418 103",55
"87641899546718 101",5
"87641899546718 102",5
"87641899546718 103",5
"87641899546718 104",5
"87641899546718 105",5
"87641899551918 101",55
"87641899551918 102",55
"87641899551918 103",55
"87641899551918 104",55
"87641899553918 101",55
"87641899553918 102",55
"87641899553918 103",55
"87641899562618 101",55
"87641899562618 102",55
"87641899564318 101",55
"87641899565018 101",55
"87641899565018 102",55
"87641899565018 103",55
"87641899565018 104",55
"87641899566418 101",55
"87641899566418 102",55
"87641899578118 101",55
"87641899578118 102",55
"87641899578118 103",55
"87641899578118 104",55
"87641899578118 105",55
"87641899578118 106",55
"87641899578118 107",55
"87641899583018 101",55
"87641899583018 102",55
"87641899583218 101",55
"87641899583218 102",55
"87641899583218 103",55
"87641899584818 101",55
"87641899584818 102",55
"87641899584818 103",55
"87641899585118 101",5
"87641899585118 102",5
"87641899587318 101",55
"87641899596618 101",5
"87641899596618 102",5
"87641899596618 103",5
"87641899596618 104",5
"87645448423318 101",45
"87655204303518 101",45
"87655204303518 102",45
"87655204306718 101",45
"87655204306718 102",45
"87655204337318 101",45
"87655218502918 101",45
"87655218502918 102",45
"87655218548218 101",45
"87655218548218 102",45
"87655227628318 101",45
"87655227628318 102",45
"87655227631618 101",45
"87655227694618 101",45
"87655227694618 102",45
"87655227694618 103",45
"87655227694618 104",45
"87655268924318 101",45
"87655268938918 101",45
"87655268938918 102",45
"87655268949418 101",45
"87655268949418 102",45
"87655268949418 103",45
"87655268955318 101",45
"87655268955318 102",45
"87655268955318 103",45
"87655268955318 104",45
"87655268965518 101",45
"87655277168918 101",45
"87656233509218 101",5
"87681609218318 101",15
"87681609218318 102",15
"87681609218318 103",15
"87681609223518 101",15
"87681609223518 102",15
"87681609223518 103",15
"87681609223518 104",15
"87681609223518 105",15
"87681609232418 101",15
"87681609232418 102",15
"87681609232418 103",15
"87681609232418 104",15
"87681609237518 101",15
"87681609295418 101",15
"87681620413818 101",25
"87681621542018 101",25
"87681621542018 102",25
"87681621542018 103",25
"87681621558418 101",25
"87681621577218 101",25
"87681627625918 101",45
"87681627625918 102",45
"87681627628418 101",35
"87681627628418 102",35
"87681627628418 103",35
"87681627628418 104",35
"87681627628418 105",35
"87681627628418 106",35
"87681627628418 107",35
"87681627628418 108",35
"87681627628418 109",35
"87681627629418 101",45
"87681627629418 102",45
"87681627648618 101",35
"87681627698818 101",35
"87681627698818 102",35
"87681628502318 101",25
"87681628534318 101",25
"87681635905418 101",15
"87681635905418 102",15
"87681635905418 103",15
"87681635905418 104",15
"87681635905418 105",15
"87681635905418 106",15
"87681635905418 107",15
"87681635905418 108",15
"87681635905418 109",15
"87681635918318 101",15
"87681635923518 101",15
"87681635923518 102",15
"87681635923518 103",15
"87681635923518 104",15
"87681635923518 105",15
"87681635923518 106",15
"87681635923518 107",15
"87681635923518 108",15
"87681635933418 101",15
"87681635933418 102",15
"87681635933418 103",15
"87681635933418 104",15
"87681635948918 101",15
"87681635948918 102",15
"87681635948918 103",15
"87681635948918 104",15
"87681635959418 101",36
"87681635959418 102",36
"87681638202918 101",45
"87681638202918 102",45
"87681638231918 101",45
"87681638231918 102",45
"87681638231918 103",45
"87681640308618 101",45
"87681640308618 102",45
"87681640328318 101",45
"87681640328318 102",45
"87681640328318 103",45
"87681640328318 104",45
"87681640331618 101",45
"87681640385218 101",45
"87681640613818 101",25
"87681640613818 102",25
"87681640613818 103",25
"87681640613818 104",25
"87681640644018 101",25
"87681640655418 101",25
"87681640655418 102",25
"87681641813818 101",25
"87681641813818 102",25
"87681641819618 101",25
"87681641819618 102",25
"87681641844018 101",25
"87681641844018 102",25
"87681641850918 101",25
"87681641877218 101",25
"87681641877218 102",25
"87681641877218 103",25
"87681641880418 101",25
"87681641880418 102",25
"87681641880418 103",25
"87681641880418 104",25
"87681666277718 101",55
"87681666281418 101",55
"87681675531118 101",35
"87681675531118 102",35
"87681675539418 101",35
"87681675539418 102",35
"87681675539418 103",35
"87681675539418 104",35
"87681678314218 101",45
"87681678331918 101",45
"87681678331918 102",45
"87681678331918 103",45
"87681678331918 104",45
"87681678331918 105",45
"87681678355318 101",45
"87681678355318 102",45
"87681682813818 101",25
"87681682880418 101",25
"87681682880418 102",25
"87681684707418 101",55
"87681684759118 101",55
"87681684759118 102",55
"87681684759118 103",55
"87681684759118 104",55
"87681684781418 101",55
"87681684781418 102",55
"87681684781418 103",55
"87681686002318 101",25
"87681686002318 102",25
"87681686007018 101",25
"87681686007018 102",25
"87681686025318 101",25
"87681686025318 102",25
"87681686025318 103",25
"87681686036918 101",25
"87681686036918 102",25
"87681686036918 103",25
"87681686036918 104",25
"87681686077018 101",25
"87681686077018 102",25
"87681686077018 103",25
"87681694518018 101",55
"87681694518018 102",55
"87681694544718 101",55
"87681694547518 101",55
"87681694577718 101",55
"87681694577718 102",55
"87681694577718 103",55
"87681694577718 104",55
"87681699519618 101",25
"87685633592518 101",5
"87686001208618 101",45
"87686001208618 102",45
"87686002117418 101",45
"87686002117418 102",45
"87686002117418 103",45
"87686002129118 101",45
"87686002129118 102",45
"87686002129118 103",45
"87686002129118 104",45
"87686002129118 105",45
"87686002131618 101",45
"87686002131618 102",45
"87686002131618 103",45
"87686002131918 101",45
"87686002131918 102",45
"87686002138918 101",45
"87686002138918 102",45
"87686002138918 103",45
"87686002138918 104",45
"87686002138918 105",45
"87686002144418 101",55
"87686002148218 101",45
"87686002149418 101",45
"87686002149418 102",45
"87686002149418 103",45
"87686002149418 104",45
"87686002155318 101",45
"87686002155318 102",45
"87686002165518 101",45
"87686002165518 102",45
"87686002185218 101",45
"87686002185218 102",45
"87686002185218 103",45
"87686002190318 101",45
"87686002190318 102",45
"87686002190518 101",45
"87686002194618 101",45
"87686002304018 101",25
"87686002313818 101",25
"87686002313818 102",25
"87686002316718 101",25
"87686002319618 101",25
"87686002342018 101",25
"87686002342018 102",25
"87686002342018 103",25
"87686002342018 104",25
"87686002344018 101",25
"87686002344018 102",25
"87686002344018 103",25
"87686002350918 101",25
"87686002350918 102",25
"87686002359618 101",25
"87686002359618 102",25
"87686002359618 103",25
"87686002377218 101",25
"87686002377218 102",25
"87686002380418 101",25
"87686002396718 101",25
"87686002397218 101",25
"87686003402718 101",25
"87686003406718 101",45
"87686003406718 102",45
"87686003406718 103",45
"87686003406718 104",45
"87686003413818 101",25
"87686003413818 102",25
"87686003415818 101",55
"87686003415818 102",55
"87686003415818 103",55
"87686003419418 101",25
"87686003419418 102",25
"87686003419418 103",25
"87686003419418 104",25
"87686003419618 101",25
"87686003419618 102",25
"87686003419618 103",25
"87686003424018 101",25
"87686003424018 102",25
"87686003424018 103",25
"87686003424018 104",25
"87686003424018 105",25
"87686003437318 101",45
"87686003442018 101",25
"87686003444018 101",25
"87686003447318 101",55
"87686003447718 101",25
"87686003447718 102",25
"87686003450918 101",25
"87686003450918 102",25
"87686003456818 101",25
"87686003458418 101",25
"87686003458418 102",25
"87686003459618 101",25
"87686003459618 102",25
"87686003460218 101",25
"87686003460218 102",25
"87686003462218 101",44
"87686003462218 102",44
"87686003463118 101",45
"87686003463118 102",45
"87686003463118 103",45
"87686003464618 101",37
"87686003477218 101",25
"87686003480418 101",25
"87686003482818 101",25
"87686003482818 102",25
"87686003482818 103",25
"87686003488718 101",45
"87686003488718 102",45
"87686003491918 101",25
"87686003725818 101",55
"87686003725818 102",55
"87686003725818 103",55
"87686003725818 104",55
"87686003733818 101",55
"87686003733818 102",55
"87686003751618 101",45
"87686003753818 101",55
"87686003753818 102",55
"87686003753818 103",55
"87686003767618 101",45
"87686003782018 101",55
"87686003782018 102",55
"87686003784918 101",55
"87686003784918 102",55
"87686003787318 101",55
"87686003787318 102",55
"87686003789418 101",45
"87686003789418 102",45
"87686003789418 103",45
"87686003789418 104",45
"87686003789418 105",45
"87686003794818 101",55
"87686003794818 102",55
"87686004303518 101",45
"87686004303518 102",45
"87686004303518 103",45
"87686004303518 104",45
"87686004303518 105",45
"87686004604018 101",25
"87686004604018 102",25
"87686004613818 101",25
"87686004613818 102",25
"87686004613818 103",25
"87686004614918 101",45
"87686004619618 101",25
"87686004620718 101",45
"87686004620718 102",45
"87686004620718 103",45
"87686004644018 101",25
"87686004654918 101",25
"87686004654918 102",25
"87686004654918 103",25
"87686004654918 104",25
"87686004655418 101",25
"87686004655418 102",25
"87686004655418 103",25
"87686004655418 104",25
"87686004655418 105",25
"87686004658418 101",25
"87686004658418 102",25
"87686004663018 101",8
"87686004663018 102",8
"87686004677218 101",60
"87686004677218 102",60
"87686004677218 103",60
"87686004677218 104",25
"87686004677218 105",25
"87686004677218 106",25
"87686004677318 101",25
"87686004677318 102",25
"87686004680418 101",25
"87686004680418 102",25
"87686004680418 103",25
"87686004680418 104",25
"87686004680418 105",25
"87686004684418 101",25
"87686004684418 102",25
"87686004694418 101",45
"87686004907418 101",55
"87686004907418 102",55
"87686004917318 101",45
"87686004918018 101",55
"87686004918018 102",55
"87686004918018 103",55
"87686004925818 101",55
"87686004925818 102",55
"87686004925818 103",55
"87686004928318 101",45
"87686004928318 102",45
"87686004928318 103",45
"87686004928318 104",45
"87686004928318 105",45
"87686004928318 106",45
"87686004936018 101",45
"87686004944718 101",55
"87686004946718 101",5
"87686004946718 102",5
"87686004946718 103",5
"87686004947518 101",55
"87686004947518 102",55
"87686004947518 103",55
"87686004954518 101",36
"87686004954518 102",36
"87686004962118 101",55
"87686004975318 101",45
"87686004975318 102",45
"87686004987318 101",55
"87686004987318 102",55
"87686004987318 103",55
"87686004987318 104",55
"87686004987318 105",55
"87686004988218 101",55
"87686004988218 102",55
"87686004988218 103",55
"87686004988218 104",55
"87686004989418 101",45
"87686004989418 102",45
"87686004989418 103",45
"87686004993318 101",37
"87686004993318 102",37
"87686004995018 101",45
"87686004995018 102",45
"87686004995018 103",45
"87686004995018 104",45
"87686004997118 101",55
"87686004997118 102",55
"87686004997118 103",55
"87686004997118 104",55
"87686004997118 105",55
"87686004997118 106",55
"87686004997118 107",55
"87686005700318 101",5
"87686005700318 102",5
"87686005705318 101",5
"87686005708618 101",45
"87686005708618 102",45
"87686005714218 101",45
"87686005714218 102",45
"87686005731618 101",45
"87686005736318 101",5
"87686005749418 101",45
"87686005749418 102",45
"87686005749418 103",45
"87686005768718 101",45
"87686005796618 101",5
"87686005796618 102",5
"87686005796618 103",5
"87686006814918 101",45
"87686006814918 102",45
"87686006814918 103",45
"87686006814918 104",45
"87686006816218 101",25
"87686006816218 102",25
"87686006829418 101",45
"87686006829418 102",45
"87686006842018 101",25
"87686006842018 102",25
"87686006842018 103",25
"87686006844018 101",25
"87686006844018 102",25
"87686006845818 101",25
"87686006845818 102",25
"87686006846618 101",35
"87686006846618 102",35
"87686006846618 103",35
"87686006846618 104",35
"87686006854918 101",25
"87686006855418 101",48
"87686006855418 102",48
"87686006855418 103",48
"87686006855418 104",48
"87686006858418 101",25
"87686006858418 102",25
"87686006858418 103",25
"87686006858418 104",25
"87686006858418 105",25
"87686006869218 101",25
"87686006870518 101",25
"87686006870518 102",25
"87686006877318 101",25
"87686006877318 102",25
"87686006880418 101",25
"87686006880418 102",25
"87686006884418 101",25
"87686006894418 101",45
"87686006894418 102",45
"87686006899418 101",25
"87686006899418 102",25
"87686006899418 103",25
"87686007328318 101",45
"87686007328318 102",45
"87686007331618 101",45
"87686007344918 101",45
"87686007344918 102",45
"87686007344918 103",45
"87686007344918 104",45
"87686007390518 101",45
"87686007394618 101",45
"87686007394618 102",45
"87686008602018 101",35
"87686008602918 101",45
"87686008602918 102",45
"87686008606918 101",35
"87686008609818 101",35
"87686008609818 102",35
"87686008612018 101",35
"87686008612018 102",35
"87686008612018 103",35
"87686008622018 101",35
"87686008622918 101",35
"87686008622918 102",35
"87686008622918 103",35
"87686008625818 101",55
"87686008629818 101",35
"87686008629818 102",35
"87686008631118 101",35
"87686008631618 101",45
"87686008631618 102",45
"87686008631918 101",45
"87686008631918 102",45
"87686008631918 103",45
"87686008633818 101",55
"87686008633818 102",55
"87686008633818 103",55
"87686008633818 104",55
"87686008633818 105",55
"87686008633818 106",55
"87686008633818 107",55
"87686008638918 101",45
"87686008638918 102",45
"87686008639418 101",35
"87686008639418 102",35
"87686008639418 103",35
"87686008639418 104",35
"87686008639418 105",35
"87686008644918 101",45
"87686008646618 101",35
"87686008646618 102",35
"87686008649418 101",45
"87686008649418 102",45
"87686008649418 103",45
"87686008649418 104",45
"87686008649418 105",45
"87686008649418 106",45
"87686008650118 101",35
"87686008651818 101",35
"87686008651818 102",35
"87686008653818 101",55
"87686008653818 102",55
"87686008665118 101",35
"87686008665118 102",35
"87686008665318 101",35
"87686008668718 101",10
"87686008668718 102",10
"87686008668718 103",10
"87686008668918 101",45
"87686008668918 102",45
"87686008684918 101",55
"87686008685718 101",35
"87686008685718 102",35
"87686008685718 103",35
"87686008685718 104",35
"87686008685718 105",35
"87686008685718 106",35
"87686008685718 107",35
"87686008687318 101",55
"87686008687318 102",55
"87686008687918 101",35
"87686008690318 101",45
"87686008690318 102",45
"87686008694618 101",45
"87686008694618 102",45
"87686009202318 101",25
"87686009202318 102",25
"87686009202318 103",25
"87686009202318 104",25
"87686009212718 101",5
"87686009217218 101",35
"87686009219518 101",5
"87686009219518 102",5
"87686009219518 103",5
"87686009219518 104",5
"87686009223518 101",15
"87686009223518 102",15
"87686009223518 103",15
"87686009225318 101",25
"87686009225318 102",25
"87686009225318 103",25
"87686009234318 101",25
"87686009234318 102",25
"87686009234818 101",35
"87686009234818 102",35
"87686009234818 103",35
"87686009236918 101",25
"87686009236918 102",25
"87686009236918 103",25
"87686009236918 104",25
"87686009246518 101",25
"87686009246518 102",25
"87686009246518 103",25
"87686009246518 104",25
"87686009250218 101",25
"87686009250218 102",25
"87686009256718 101",15
"87686009256718 102",15
"87686009256718 103",15
"87686009258218 101",35
"87686009258218 102",35
"87686009258218 103",35
"87686009258218 104",35
"87686009262218 101",25
"87686009262218 102",25
"87686009263218 101",35
"87686009263218 102",35
"87686009263218 103",35
"87686009263218 104",35
"87686009269518 101",35
"87686009274618 101",25
"87686009274618 102",25
"87686009274618 103",25
"87686009274618 104",25
"87686009274618 105",25
"87686009274618 106",25
"87686009274618 107",25
"87686009276518 101",25
"87686009279718 101",35
"87686009279718 102",35
"87686009280118 101",35
"87686009280118 102",35
"87686009280118 103",35
"87686009280118 104",35
"87686009282818 101",25
"87686009282818 102",25
"87686009282818 103",25
"87686009282818 104",25
"87686009282818 105",25
"87686009282818 106",60
"87686009288318 101",35
"87686009288318 102",35
"87686009289818 101",35
"87686009289818 102",35
"87686009289818 103",35
"87686009289818 104",35
"87686009289818 105",35
"87686009296718 101",25
"87686009296718 102",25
"87686011410218 101",35
"87686011410218 102",35
"87686011410218 103",35
"87686011410218 104",35
"87686011412518 101",5
"87686011412518 102",5
"87686011412518 103",5
"87686011418918 101",17
"87686011418918 102",17
"87686011436618 101",5
"87686011436618 102",5
"87686011436618 103",5
"87686011436618 104",5
"87686011496018 101",5
"87686011624018 101",25
"87686012161318 101",45
"87686012161318 102",45
"87686012600318 101",5
"87686012600318 102",5
"87686012600318 103",5
"87686012600318 104",5
"87686012602918 101",45
"87686012602918 102",45
"87686012602918 103",45
"87686012607118 101",55
"87686012607418 101",55
"87686012607418 102",55
"87686012607418 103",55
"87686012612718 101",5
"87686012612718 102",5
"87686012623218 101",5
"87686012623218 102",5
"87686012623218 103",5
"87686012624718 101",55
"87686012624718 102",55
"87686012624718 103",55
"87686012628518 101",5
"87686012631918 101",45
"87686012631918 102",45
"87686012631918 103",45
"87686012631918 104",45
"87686012631918 105",45
"87686012638818 101",5
"87686012644418 101",55
"87686012644418 102",55
"87686012644418 103",55
"87686012644418 104",55
"87686012646718 101",5
"87686012646718 102",5
"87686012651918 101",55
"87686012651918 102",55
"87686012651918 103",55
"87686012651918 104",55
"87686012662618 101",55
"87686012662618 102",55
"87686012662618 103",55
"87686012662618 104",55
"87686012662618 105",55
"87686012666818 101",5
"87686012666818 102",5
"87686012669918 101",55
"87686012669918 102",55
"87686012669918 103",55
"87686012682918 101",5
"87686012683218 101",55
"87686012683218 102",55
"87686012692518 101",5
"87686012692518 102",5
"87686012693518 101",5
"87686012693518 102",5
"87686012693518 103",5
"87686012693518 104",5
"87686012693518 105",5
"87686012693518 106",5
"87686012693518 107",5
"87686012696018 101",5
"87686013503518 101",45
"87686013506718 101",45
"87686013506718 102",45
"87686013537318 101",37
"87686013537318 102",37
"87686013537318 103",37
"87686013537318 104",45
"87686013551618 101",45
"87686013551618 102",45
"87686013551618 103",45
"87686013563118 101",45
"87686013567618 101",45
"87686013567618 102",45
"87686013567618 103",45
"87686013568918 101",45
"87686013588718 101",45
"87686013588718 102",45
"87686013602318 101",25
"87686013602318 102",25
"87686013602318 103",25
"87686013602318 104",25
"87686013602718 101",25
"87686013602718 102",25
"87686013607418 101",55
"87686013607418 102",55
"87686013616118 101",5
"87686013616118 102",5
"87686013617218 101",35
"87686013617218 102",35
"87686013625318 101",25
"87686013625318 102",25
"87686013629718 101",25
"87686013629718 102",25
"87686013632418 101",15
"87686013646518 101",25
"87686013646518 102",25
"87686013651018 101",5
"87686013651018 102",5
"87686013651018 103",5
"87686013653718 101",15
"87686013653718 102",15
"87686013656518 101",5
"87686013656518 102",5
"87686013656518 103",5
"87686013656518 104",5
"87686013656618 101",35
"87686013656618 102",35
"87686013656618 103",35
"87686013656618 104",35
"87686013661918 101",45
"87686013661918 102",45
"87686013676218 101",5
"87686013676518 101",25
"87686013676518 102",25
"87686013676518 103",25
"87686013676518 104",9
"87686013677018 101",25
"87686013677018 102",25
"87686013677018 103",25
"87686013677018 104",25
"87686013678818 101",25
"87686013678818 102",25
"87686013678818 103",25
"87686013680118 101",35
"87686013680118 102",35
"87686013682818 101",25
"87686013689818 101",35
"87686013689818 102",35
"87686013695418 101",15
"87686013696718 101",25
"87686013696718 102",25
"87686013696718 103",25
"87686013696718 104",25
"87686013699518 101",15
"87686013804018 101",25
"87686013804018 102",25
"87686013804318 101",61
"87686013808718 101",55
"87686013815818 101",55
"87686013815818 102",55
"87686013815818 103",55
"87686013815818 104",55
"87686013816218 101",25
"87686013816218 102",25
"87686013816218 103",25
"87686013819418 101",25
"87686013829718 101",25
"87686013829718 102",25
"87686013829718 103",25
"87686013829718 104",25
"87686013829718 105",25
"87686013829718 106",25
"87686013829718 107",25
"87686013829718 108",25
"87686013842018 101",25
"87686013842018 102",25
"87686013842018 103",25
"87686013842018 104",25
"87686013842018 105",25
"87686013842018 106",25
"87686013842618 101",55
"87686013842618 102",55
"87686013842618 103",55
"87686013842618 104",55
"87686013842618 105",55
"87686013845818 101",25
"87686013845818 102",25
"87686013847718 101",25
"87686013847718 102",25
"87686013847718 103",25
"87686013850218 101",25
"87686013850218 102",25
"87686013850218 103",25
"87686013850918 101",25
"87686013850918 102",25
"87686013855418 101",25
"87686013856818 101",25
"87686013858418 101",25
"87686013858418 102",25
"87686013859618 101",25
"87686013864618 101",55
"87686013865018 101",61
"87686013869218 101",25
"87686013872918 101",55
"87686013872918 102",55
"87686013882818 101",25
"87686013895618 101",55
"87686013895618 102",12
"87686013897218 101",25
"87686013897218 102",25
"87686013897218 103",25
"87686013897218 104",25
"87686017205318 101",5
"87686017210818 101",5
"87686017210818 102",5
"87686017212518 101",5
"87686017212518 102",5
"87686017214218 101",45
"87686017217918 101",5
"87686017217918 102",5
"87686017219818 101",5
"87686017219818 102",5
"87686017219818 103",5
"87686017224318 101",45
"87686017224618 101",5
"87686017224618 102",5
"87686017228518 101",5
"87686017229118 101",45
"87686017229118 102",45
"87686017231918 101",45
"87686017231918 102",45
"87686017231918 103",45
"87686017231918 104",45
"87686017231918 105",45
"87686017236618 101",5
"87686017248218 101",45
"87686017248218 102",45
"87686017248218 103",45
"87686017248218 104",45
"87686017249418 101",45
"87686017249418 102",45
"87686017249418 103",45
"87686017249418 104",45
"87686017250518 101",5
"87686017250518 102",5
"87686017250518 103",5
"87686017250518 104",5
"87686017255218 101",5
"87686017255218 102",5
"87686017255218 103",5
"87686017255318 101",45
"87686017255318 102",45
"87686017266818 101",5
"87686017268818 101",5
"87686017278418 101",5
"87686017278418 102",5
"87686017278418 103",5
"87686017278418 104",5
"87686017285118 101",5
"87686017285118 102",5
"87686017285218 101",45
"87686017285218 102",45
"87686017285218 103",45
"87686017290318 101",45
"87686017290518 101",45
"87686017290518 102",45
"87686017294618 101",45
"87686017294618 102",45
"87686017296018 101",5
"87686017296618 101",5
"87686017299918 101",5
"87686018523218 101",5
"87686018523218 102",5
"87686018523218 103",5
"87686018553418 101",5
"87686018553418 102",5
"87686018585118 101",5
"87686018585118 102",5
"87686019900318 101",5
"87686019902018 101",35
"87686019906718 101",45
"87686019906718 102",45
"87686019906918 101",48
"87686019906918 102",48
"87686019906918 103",48
"87686019906918 104",48
"87686019909218 101",5
"87686019909218 102",5
"87686019909218 103",5
"87686019909718 101",35
"87686019912018 101",35
"87686019922018 101",35
"87686019927718 101",35
"87686019927718 102",35
"87686019927718 103",35
"87686019927718 104",35
"87686019929118 101",45
"87686019929118 102",45
"87686019931918 101",45
"87686019931918 102",45
"87686019937318 101",45
"87686019937318 102",45
"87686019937318 103",45
"87686019938618 101",35
